round_epochs,val_loss,val_acc,loss,acc,batch_size,num_epochs,keep_prob,num_cells,hidden_layer_size,hidden_activation,optimizer,
24,0.08130906387058431,0.9659178443957951,0.07935786023802793,0.9668341563713228,128,150,1.0,1,50,<function tanh at 0x7fd0c39bf620>,adam,
18,0.07729605350338456,0.9680034375540305,0.07457171912688386,0.9690134221022217,128,150,1.0,1,75,<function tanh at 0x7fd0c39bf620>,adam,
10,0.09491914335176628,0.9610287528864649,0.09208318052638,0.9618520418089278,128,150,1.0,1,80,<function tanh at 0x7fd0c39bf620>,adam,
13,0.08425890238699489,0.964859327263014,0.08057473214472552,0.9665328452092898,128,150,1.0,1,90,<function tanh at 0x7fd0c39bf620>,adam,
19,0.07021239423477925,0.9701781138438611,0.06505250962919078,0.9724653999807423,128,150,1.0,1,100,<function tanh at 0x7fd0c39bf620>,adam,
15,0.0756349539930537,0.9681920841783129,0.07197733854983702,0.9697431191338484,128,150,1.0,1,107,<function tanh at 0x7fd0c39bf620>,adam,
14,0.07912327989310688,0.9670811652050891,0.07545836006128903,0.9682503188330611,128,150,1.0,1,108,<function tanh at 0x7fd0c39bf620>,adam,
11,0.08362636309739746,0.9651160962704709,0.07898403284864725,0.9672998786240427,128,150,1.0,1,125,<function tanh at 0x7fd0c39bf620>,adam,
17,0.06901227525710525,0.9706654509396464,0.061492377923174135,0.9736654044349463,128,150,1.0,1,150,<function tanh at 0x7fd0c39bf620>,adam,
16,0.06337219046561768,0.9729711318273045,0.05803239532962291,0.9750651912900113,128,150,1.0,1,175,<function tanh at 0x7fd0c39bf620>,adam,
11,0.07600878246382452,0.9679667562694373,0.07148319024771997,0.9699042551031303,128,150,1.0,1,200,<function tanh at 0x7fd0c39bf620>,adam,
14,0.06602306844894988,0.9718497324864294,0.05968986459291817,0.9744337478981909,128,150,1.0,1,242,<function tanh at 0x7fd0c39bf620>,adam,
17,0.06015391613743391,0.9744069421933459,0.052057664865824804,0.9775817945175779,128,150,1.0,1,250,<function tanh at 0x7fd0c39bf620>,adam,
20,0.05786591578688483,0.9751458081127623,0.0461510850078935,0.9800577862406913,128,150,1.0,1,300,<function tanh at 0x7fd0c39bf620>,adam,
24,0.05276582609755269,0.9769536715347974,0.03858648587481947,0.9830682777643498,128,150,1.0,1,319,<function tanh at 0x7fd0c39bf620>,adam,
14,0.06404073085702136,0.9726252796948117,0.05694821706925055,0.9756272021097021,128,150,1.0,1,320,<function tanh at 0x7fd0c39bf620>,adam,
20,0.05630558400261882,0.9759161151351327,0.04460300399334721,0.9805765654588674,128,150,1.0,1,346,<function tanh at 0x7fd0c39bf620>,adam,
14,0.06043822475207438,0.9739982078571316,0.05302385572849106,0.977098386609771,128,150,1.0,1,347,<function tanh at 0x7fd0c39bf620>,adam,
18,0.05573355971202915,0.9758741936667138,0.04459489842278808,0.9805372640029449,128,150,1.0,1,375,<function tanh at 0x7fd0c39bf620>,adam,
15,0.05977928412318258,0.97446982440144,0.05071516367717397,0.9780691325710551,128,150,1.0,1,388,<function tanh at 0x7fd0c39bf620>,adam,
14,0.06040194856389515,0.9740086882247829,0.05138045254772224,0.9777737166273714,128,150,1.0,1,396,<function tanh at 0x7fd0c39bf620>,adam,
19,0.05486068622815963,0.9761624037771245,0.04291798548060087,0.9813776601354197,128,150,1.0,1,400,<function tanh at 0x7fd0c39bf620>,adam,
12,0.06233879803222389,0.9729973327464327,0.056381225159432474,0.9756999098031587,128,150,1.0,1,444,<function tanh at 0x7fd0c39bf620>,adam,
12,0.06351334436328297,0.9726881619007195,0.05526765045136797,0.9762029684389658,128,150,1.0,1,457,<function tanh at 0x7fd0c39bf620>,adam,
18,0.05559848122729102,0.9760890412035654,0.04387295642151747,0.9809014574944929,128,150,1.0,1,461,<function tanh at 0x7fd0c39bf620>,adam,
18,0.054732361940299616,0.9764034522331043,0.04220531230385738,0.9815898879974009,128,150,1.0,1,485,<function tanh at 0x7fd0c39bf620>,adam,
19,0.054468301822397626,0.9764558540713608,0.04024195110203251,0.9824748257799211,128,150,1.0,1,592,<function tanh at 0x7fd0c39bf620>,adam,
19,0.05436589494159876,0.9764768148066634,0.03960757880866382,0.9827047392970673,128,150,1.0,1,594,<function tanh at 0x7fd0c39bf620>,adam,
17,0.0552896672942919,0.9765606577456875,0.04280855646311841,0.9814267869553227,128,150,1.0,1,608,<function tanh at 0x7fd0c39bf620>,adam,
19,0.05450766635764259,0.9765449371942104,0.039657469694941376,0.982635961749203,128,150,1.0,1,610,<function tanh at 0x7fd0c39bf620>,adam,
17,0.05400745673024937,0.9765449371963969,0.04211261310701234,0.9816547353996729,128,150,1.0,1,614,<function tanh at 0x7fd0c39bf620>,adam,
16,0.05468889257419231,0.9764872951743148,0.04348699011852707,0.9810246020563832,128,150,1.0,1,638,<function tanh at 0x7fd0c39bf620>,adam,
17,0.054788877219382984,0.9760261589976577,0.041823854691354335,0.9818106311748319,128,150,1.0,1,685,<function tanh at 0x7fd0c39bf620>,adam,
14,0.05718372890706435,0.9758951544020165,0.047451541101087624,0.9793713208105794,128,150,1.0,1,706,<function tanh at 0x7fd0c39bf620>,adam,
20,0.05295299581733124,0.977184239623126,0.03649503985122063,0.9840514691866761,128,150,1.0,1,790,<function tanh at 0x7fd0c39bf620>,adam,
17,0.053771266486396914,0.976618299769956,0.04029794319692896,0.9824040831592606,128,150,1.0,1,836,<function tanh at 0x7fd0c39bf620>,adam,
11,0.06007196741299966,0.9738672032593041,0.052717437064416894,0.9771671641575962,128,150,1.0,1,909,<function tanh at 0x7fd0c39bf620>,adam,
17,0.05424063258989632,0.9766654614243868,0.04059933395434732,0.9823005893253316,128,150,1.0,1,910,<function tanh at 0x7fd0c39bf620>,adam,
19,0.05196271365146797,0.9776401356159574,0.03653899270450031,0.9839715562263004,128,150,1.0,1,931,<function tanh at 0x7fd0c39bf620>,adam,
15,0.056364488262794485,0.976005198262355,0.04371345073741417,0.9809112828584735,128,150,1.0,1,976,<function tanh at 0x7fd0c39bf620>,adam,
11,0.06131506763368155,0.9728034459448838,0.052483421569749965,0.9772339766326643,128,150,1.0,1,993,<function tanh at 0x7fd0c39bf620>,adam,
14,0.053547842875941255,0.9765239764610942,0.04214132385146752,0.981747748845356,128,150,1.0,1,2000,<function tanh at 0x7fd0c39bf620>,adam,
12,0.05451755296757577,0.9762567270859862,0.044795298159043484,0.9807252559671463,128,150,1.0,1,3000,<function tanh at 0x7fd0c39bf620>,adam,
14,0.05206588879493029,0.9777449392924704,0.04094784408276606,0.9823680568246651,128,150,1.0,1,4560,<function tanh at 0x7fd0c39bf620>,adam,
9,0.03330567219998625,0.9829432016475138,0.027841711781560842,0.9861829181462027,128,150,1.0,3,319,<function tanh at 0x7fd0c39bf620>,adam,num_cells
7,0.03496754821607819,0.982896039993083,0.030694953477609536,0.9848224327470211,128,150,1.0,4,319,<function tanh at 0x7fd0c39bf620>,adam,
13,0.03055460393364002,0.9845100166113827,0.025081185971553753,0.9870704760257843,128,150,1.0,8,319,<function tanh at 0x7fd0c39bf620>,adam,
4,0.05584228995271299,0.9742392563131115,0.04839784465064676,0.9778791755340577,128,150,1.0,5,319,<function tanh at 0x7fd0c39bf620>,adam,
8,0.03080449001692593,0.9843894923833928,0.02876248887058941,0.9854047493189385,128,150,1.0,9,319,<function tanh at 0x7fd0c39bf620>,adam,
17,0.0583846061213397,0.9751877295855539,0.049056362220879016,0.9787903142871928,128,150,1.0,1,319,<function tanh at 0x7fd0c39bf620>,adam,
9,0.0301670811546157,0.9847196239644087,0.02781324990509837,0.9857971088538975,128,150,1.0,10,319,<function tanh at 0x7fd0c39bf620>,adam,
5,0.04136430374843805,0.9807632851760439,0.037242974568274335,0.9822337768502634,128,150,1.0,7,319,<function tanh at 0x7fd0c39bf620>,adam,
8,0.040549143933151434,0.9811877400659215,0.03423234420935198,0.9841064912249674,128,150,1.0,2,319,<function tanh at 0x7fd0c39bf620>,adam,
6,0.03657534067315339,0.98239822252746,0.03508598085200248,0.9829143470619869,128,150,1.0,6,319,<function tanh at 0x7fd0c39bf620>,adam,
23,0.06815254299340001,0.9705187257969009,0.08843624652593123,0.962710778620794,128,150,0.2,3,319,<function tanh at 0x7f2202acb620>,adam,keep_prob
27,0.03361542518459106,0.9839440767582127,0.05054867279509547,0.9774272087909497,128,150,0.4,3,319,<function tanh at 0x7f2202acb620>,adam,
15,0.031823675950618,0.98392311602291,0.04149987594581503,0.9807311511854957,128,150,0.6,3,319,<function tanh at 0x7f2202acb620>,adam,
10,0.03250200660841265,0.9835563031551147,0.03639683992255875,0.9826215512153648,128,150,0.8,3,319,<function tanh at 0x7f2202acb620>,adam,
23,0.03164311954025324,0.9843056494421825,0.043587221923324704,0.9799503622611699,128,150,0.5,3,319,<function tanh at 0x7f2202acb620>,adam,
16,0.030229727042431025,0.9843318503613107,0.034525286496740054,0.9834442616926744,128,150,0.7,3,319,<function tanh at 0x7f234a07b620>,adam,
15,0.10865356289016043,0.9535824516702183,0.13204804384060517,0.9456834228423991,128,150,0.1,3,319,<function tanh at 0x7f234a07b620>,adam,
8,0.03402489724821534,0.9829798829342933,0.02882161417828308,0.9857014753111529,128,150,1.0,3,319,<function tanh at 0x7f234a07b620>,adam,
34,0.04193378576962256,0.9807632851760439,0.06080794271728128,0.9734813426163372,128,150,0.3,3,319,<function tanh at 0x7f234a07b620>,adam,
9,0.03323561971238498,0.9831790099174816,0.03269192174457666,0.9841195917102749,128,150,0.9,3,319,<function tanh at 0x7f234a07b620>,adam,
19,0.2334273982750673,0.9028312713366149,0.23406253122667747,0.9016880630343341,128,150,1.0,2,3,<function tanh at 0x7fd0c39bf620>,adam,hidden_layers
11,0.2312824825718327,0.9024068164158158,0.23325510764384905,0.9019710335169366,128,150,1.0,4,3,<function tanh at 0x7fd0c39bf620>,adam,
19,0.07021239423477925,0.9701781138438611,0.06505250962919078,0.9724653999807423,128,150,1.0,1,100,<function tanh at 0x7fd0c39bf620>,adam,
7,0.20283137474703328,0.9139614217822926,0.1990641895257106,0.9170346265477405,128,150,1.0,5,9,<function tanh at 0x7fd0c39bf620>,adam,
17,0.04439879283195565,0.9799562968625214,0.03799683524076076,0.9827119445639864,128,150,1.0,2,75,<function tanh at 0x7fd0c39bf620>,adam,
7,0.045172904620700276,0.9788925395502874,0.042221636062594284,0.9802713241512032,128,150,1.0,4,100,<function tanh at 0x7fd0c39bf620>,adam,
5,0.25467940179719517,0.8925605110096084,0.2518990167890756,0.8932362849381755,128,150,1.0,5,3,<function tanh at 0x7fd0c39bf620>,adam,
18,0.07729605350338456,0.9680034375540305,0.07457171912688386,0.9690134221022217,128,150,1.0,1,75,<function tanh at 0x7fd0c39bf620>,adam,
14,0.03432548959021746,0.9828174372356983,0.030013388985931557,0.9850713419678632,128,150,1.0,4,75,<function tanh at 0x7fd0c39bf620>,adam,
10,0.03799482287494086,0.9820942918677588,0.033141722240874895,0.9840082375851613,128,150,1.0,3,100,<function tanh at 0x7fd0c39bf620>,adam,
11,0.04692983205225964,0.9791440683739185,0.04058269359372263,0.9818047359564435,128,150,1.0,2,100,<function tanh at 0x7fd0c39bf620>,adam,
11,0.23153088996766974,0.903412931708154,0.23297251436058772,0.9029922163466936,128,150,1.0,3,3,<function tanh at 0x7fd0c39bf620>,adam,
17,0.13579434279007116,0.9435737005566703,0.13444001942006473,0.9438545950935143,128,150,1.0,1,27,<function tanh at 0x7fd0c39bf620>,adam,
7,0.2558913837572912,0.8927439174391334,0.2575881176182836,0.8916747070895632,128,150,1.0,1,3,<function tanh at 0x7fd0c39bf620>,adam,
9,0.04637747128191442,0.9786934125627264,0.04119595851835927,0.9810180518137295,128,150,1.0,3,75,<function tanh at 0x7fd0c39bf620>,adam,
13,0.041642478848766346,0.9802392667912927,0.03855914852157252,0.9816652157879189,128,150,1.0,4,50,<function tanh at 0x7fd0c39bf620>,adam,
21,0.11561374151280758,0.9509151981007767,0.11663724843490254,0.9502338764139517,128,150,1.0,4,9,<function tanh at 0x7fd0c39bf620>,adam,
7,0.2173442902287389,0.9102042099483809,0.2176314025986147,0.9093236808957588,128,150,1.0,1,9,<function tanh at 0x7fd0c39bf620>,adam,
16,0.03321316123977194,0.98347770039773,0.03159903517935756,0.9841516878992782,128,150,1.0,5,50,<function tanh at 0x7fd0c39bf620>,adam,
9,0.041127728510706944,0.9805641581906693,0.03774711647774252,0.9820071384544441,128,150,1.0,5,100,<function tanh at 0x7fd0c39bf620>,adam,
11,0.03762819798053211,0.9820261694780252,0.035752957598906926,0.9827152196853133,128,150,1.0,5,75,<function tanh at 0x7fd0c39bf620>,adam,
24,0.08130906387058431,0.9659178443957951,0.07935786023802793,0.9668341563713228,128,150,1.0,1,50,<function tanh at 0x7fd0c39bf620>,adam,
16,0.04797642592473628,0.9783894819030251,0.04572202097399302,0.9791230666140027,128,150,1.0,4,27,<function tanh at 0x7fd0c39bf620>,adam,
18,0.04380661130596282,0.9798410128227298,0.04258228292386725,0.9802732892240383,128,150,1.0,5,27,<function tanh at 0x7fd0c39bf620>,adam,
21,0.048065230145978695,0.9786829321972614,0.04362812093178504,0.980677439195735,128,150,1.0,2,50,<function tanh at 0x7fd0c39bf620>,adam,
9,0.10932427303959634,0.9547876939479311,0.107356944287979,0.9550555100313691,128,150,1.0,2,27,<function tanh at 0x7fd0c39bf620>,adam,
21,0.13321784105278722,0.9431702064042817,0.13263230602378986,0.9433292656326454,128,150,1.0,3,9,<function tanh at 0x7fd0c39bf620>,adam,
8,0.19182526384221266,0.9193326101792199,0.19179796590676168,0.9189807036401664,128,150,1.0,2,9,<function tanh at 0x7fd0c39bf620>,adam,
15,0.0607808232146677,0.9729973327464327,0.05808591423317958,0.9742378956428441,128,150,1.0,3,27,<function tanh at 0x7fd0c39bf620>,adam,
16,0.040534677718247564,0.9809990934460118,0.03662986364372809,0.9827453508015205,128,150,1.0,3,50,<function tanh at 0x7fd0c39bf620>,adam,
18,0.03137195223633593,0.9841117605442121,0.04322287039686354,0.9802706654925897,168,150,0.7,7,181,<function tanh at 0x7fbb514b4620>,adam,random_search
16,0.056369463764093394,0.9751562884825999,0.08233812174059658,0.9651461588394542,128,150,0.5,5,134,<function tanh at 0x7fbb514b4620>,adam,
26,0.030322694875951784,0.9844785771101048,0.04290362643638589,0.9803866083829836,245,150,0.5,5,386,<function tanh at 0x7fbb514b4620>,adam,
13,0.030139169050907418,0.984520496979034,0.035082864581738746,0.9831272299482334,128,150,0.8,6,251,<function tanh at 0x7fbb514b4620>,adam,
20,0.03253286323242533,0.9839755188163002,0.04647622790752956,0.978893809378251,85,150,0.6,3,181,<function tanh at 0x7fbb514b4620>,adam,
23,0.03343402473858172,0.9836034629008401,0.05064352140897094,0.9775202178979581,168,150,0.5,4,250,<function tanh at 0x7fbb514b4620>,adam,
19,0.05915332479209954,0.9742078162536831,0.0836343734817983,0.9643581670990236,245,150,0.4,7,251,<function tanh at 0x7fbb514b4620>,adam,
12,0.03672576541336813,0.9825659004508508,0.051826892987986456,0.9768913888739873,86,150,0.7,3,143,<function tanh at 0x7fbb514b4620>,adam,
14,0.032450117298088964,0.9839335978838556,0.04289929308568242,0.9803636826080715,245,150,0.7,6,263,<function tanh at 0x7fbb514b4620>,adam,
24,0.030792247919978154,0.9845204977261496,0.03701688958009114,0.9825023377469012,245,150,0.8,3,134,<function tanh at 0x7fbb514b4620>,adam,
16,0.03273220028682881,0.9838811815002704,0.0457594461674526,0.9792134475955646,188,150,0.7,7,181,<function tanh at 0x7fbb514b4620>,adam,
22,0.04408894089642215,0.9801554254505089,0.06750237411788536,0.9710125585685179,175,150,0.5,7,181,<function tanh at 0x7fbb514b4620>,adam,
16,0.06712532812473467,0.9702305174608898,0.09372485143056147,0.9603022567622862,85,150,0.4,4,134,<function tanh at 0x7fbb514b4620>,adam,
26,0.03616071835747141,0.9827440746621392,0.056395057463235525,0.9752066765311369,256,150,0.6,8,143,<function tanh at 0x7fbb514b4620>,adam,
9,0.03363331451441877,0.9834672122272183,0.043407475650576184,0.9801488255693858,86,150,0.7,5,366,<function tanh at 0x7fbb514b4620>,adam,
26,0.033304059056614974,0.9835772754294803,0.05049027731351043,0.9776296222169428,132,150,0.6,5,143,<function tanh at 0x7fbb514b4620>,adam,
11,0.03304959788213335,0.9834829394590082,0.04473461086286881,0.9795062575889593,193,150,0.7,6,286,<function tanh at 0x7fbb514b4620>,adam,
30,0.0522981432688089,0.9766811844246038,0.07711863576294584,0.9668787017494964,193,150,0.4,4,148,<function tanh at 0x7fbb514b4620>,adam,
12,0.031863613206666946,0.9841484365568303,0.039065595604715134,0.9817130241516474,86,150,0.7,3,286,<function tanh at 0x7fbb514b4620>,adam,
22,0.03647950038422091,0.9828174372356983,0.05722971295907444,0.974789426073508,256,150,0.6,4,143,<function tanh at 0x7fbb514b4620>,adam,
24,0.03095369034046895,0.984494283199023,0.04319232048754876,0.9802208745500768,188,150,0.7,7,143,<function tanh at 0x7fbb514b4620>,adam,
22,0.02863980079461536,0.9852174344326944,0.03548170973053373,0.983061719634801,86,150,0.8,5,143,<function tanh at 0x7fbb514b4620>,adam,
7,0.03524776595755198,0.9827073944060792,0.04343277763773363,0.9802975262952792,85,150,0.8,7,386,<function tanh at 0x7fbb514b4620>,adam,
10,0.06482438845688648,0.9727510441066273,0.0911659875441155,0.9616430890682345,64,150,0.5,5,134,<function tanh at 0x7fbb514b4620>,adam,
11,0.032940357855641915,0.9839440692364577,0.04036034118146889,0.9814084377407357,86,150,0.8,8,250,<function tanh at 0x7fbb514b4620>,adam,
10,0.040880238106995544,0.9813239859585656,0.05544657418638344,0.9760621396493038,85,150,0.7,8,250,<function tanh at 0x7fbb514b4620>,adam,
12,0.04256663598526556,0.980134476275196,0.061588376997301714,0.9732527515026002,159,150,0.6,8,263,<function tanh at 0x7fbb514b4620>,adam,
7,0.04048465402776389,0.980737085405075,0.05479117621901808,0.9757523131887654,85,150,0.7,5,251,<function tanh at 0x7fbb514b4620>,adam,
15,0.04128573215758591,0.9806217967173624,0.06304369829457977,0.9730634328160315,168,150,0.5,7,366,<function tanh at 0x7fbb514b4620>,adam,
10,0.032269787371490624,0.983650627438475,0.037345851296201237,0.9824525560019788,105,150,0.8,8,386,<function tanh at 0x7fbb514b4620>,adam,
16,0.03131526787409129,0.984567659553304,0.041397545921751495,0.981016087873634,105,150,0.7,7,251,<function tanh at 0x7fbb514b4620>,adam,
20,0.03265622367756307,0.9837292404918122,0.04828517588160659,0.9782486204344492,132,150,0.6,4,181,<function tanh at 0x7fbb514b4620>,adam,
7,0.03771298910086382,0.9820890516839331,0.048368983728992905,0.9785826715951083,64,150,0.8,8,250,<function tanh at 0x7fbb514b4620>,adam,
17,0.04189721887741257,0.9808366477496031,0.0636135453510762,0.9725649636690791,128,150,0.6,6,143,<function tanh at 0x7fbb514b4620>,adam,
18,0.03528491351547732,0.9828541056516,0.05188014517077529,0.9768776312702925,188,150,0.5,3,286,<function tanh at 0x7fbb514b4620>,adam,
16,0.03157313104832849,0.9840593623968691,0.04045886701580376,0.981145781929226,245,150,0.6,3,386,<function tanh at 0x7fbb514b4620>,adam,
20,0.03309486331463446,0.9835510616207339,0.046705517240572446,0.9789527626099569,193,150,0.6,7,251,<function tanh at 0x7fbb514b4620>,adam,
31,0.04044625583233224,0.9810672158379315,0.0636563044245463,0.9722708577758393,256,150,0.5,5,148,<function tanh at 0x7fbb514b4620>,adam,
28,0.030826377430930293,0.9844838268202789,0.04217515546940179,0.98051828014271,132,150,0.5,3,286,<function tanh at 0x7fbb514b4620>,adam,
24,0.03892935014904902,0.981874205227463,0.05923191617119593,0.9743820025087637,105,150,0.4,4,263,<function tanh at 0x7fbb514b4620>,adam,
17,0.03183293344555507,0.9838392843708912,0.0431026319568726,0.9801815972124955,132,150,0.6,3,263,<function tanh at 0x7fbb514b4620>,adam,
18,0.03333099800437037,0.9835248625643972,0.04742779505799857,0.9786999230073545,193,150,0.6,5,251,<function tanh at 0x7fbb514b4620>,adam,
12,0.10171043649645352,0.9581047189351065,0.13136116341441173,0.9469941192789516,86,150,0.4,8,251,<function tanh at 0x7fbb514b4620>,adam,
21,0.047855269142266274,0.9787824916548374,0.0703660397543539,0.9697188792983993,168,150,0.4,5,251,<function tanh at 0x7fbb514b4620>,adam,
